Electricite ,Temperature,Usure ,Pression,Humidite,Echappement,Congestion reseau
389.46,9.83,70.89,1017.35,62.8,480.47,0.7
375.72,14.28,67.33,1013.96,82.71,467.44,0.03
720.33,32.87,69.02,1004.36,54.69,433.15,0.21
671.75,26.82,69.02,1016.32,55.76,439.48,0.79
697.30,30.56,96.92,1009.29,55.73,442.24,0.3
597.42,18.24,89.1,1012,84.4,449.48,0.14
635.39,22.18,84.18,1012.14,68.86,449.77,0.28
415.82,8.44,54.94,1019.9,70.72,486.15,0.71
455.31,13.74,57.38,1024.97,84.79,466.79,0.24
416.73,11.02,62.32,1020.69,92.13,471.93,0.17
486.21,19.6,55.35,1013.18,68.71,456.57,0.76
703.77,26.03,65.49,1011.61,60.75,449.54,0.54
501.87,20.71,84.87,1010.26,69.97,455.69,0.2
620.65,21.67,77.67,1010.84,92.19,443.82,0.08
426.02,19.13,100,1001.45,98.77,456.04,0.2
699.22,27.79,61.99,1012.86,45.71,435.06,0.25
361.48,6.08,84.46,1011.08,90.59,483.08,0.68
718.51,29.56,66.39,1011.42,53.18,432.09,0.76
414.50,15.84,68.22,1025.64,63.43,456.21,0.14
706.80,30.93,72.57,1013.33,62.1,432.25,0.45
603.98,20.45,56.43,1015.13,79.21,452.96,0.54
413.29,11.1,90.5,1021.98,94.14,462.07,0.74
595.50,17.06,74.18,1013.83,73.95,461.15,0.2
637.61,26.47,54.79,1013.72,79.4,441.81,0.64
484.09,25.03,52.32,1003.02,62.89,443.55,0.79
414.71,8.85,67.84,1020.99,86.05,486.4,0.77
415.72,16.74,90.76,1006.87,74.24,463,0.34
415.72,6.8,80.37,1023.17,95.4,477.8,0.4
688.21,24.26,58.8,1005.09,59.49,438.79,0.41
607.01,17.98,50.57,1009.61,84.11,452.57,0.65
729.62,22.97,64.97,1011.15,95.85,437.41,0.11
441.57,17.99,54.33,1008.64,75.04,453.02,0.02
710.64,29.29,85.76,1006.64,60.82,431.26,0.36
441.47,15.28,56.83,1024.32,81.24,463.44,0.54
412.99,14.16,93.29,1010.78,82.86,471.15,0.26
528.84,25.06,99.09,1014.7,67.98,454.13,0.48
452.99,18.97,89.8,1014.86,46.31,466.17,0.31
714.27,29.04,89.85,1009.55,66.58,437.95,0.11
475.00,19.72,60.45,1012.1,90.36,458.59,0.08
453.49,15.63,95.35,1009.38,82.8,457.44,0.32
404.51,12.19,52.11,1014.65,85.1,472.68,0.22
415.72,16.3,74.41,1007.88,76.61,463.47,0.67
451.57,14.8,69.74,1014.67,41.71,470.77,0.11
601.66,24.63,57.03,1010.45,85.36,440.67,0.06
441.27,12.32,96.14,1016.26,83.18,471.6,0.28
410.46,5.53,82.69,1020.78,97.25,479.88,0.65
418.54,13.11,87.99,1015.55,74.45,471.61,0.57
787.30,25.12,64.83,1009.26,82.95,433.4,0.46
718.51,14.84,88.94,1019.61,66.78,454.16,0.73
681.25,25.24,72.99,1013.56,50.91,438.99,0.21
396.93,12.87,66.02,1019.26,71.55,471.48,0.22
438.64,19.25,51.07,1012.01,73.26,451.08,0.76
435.61,15.11,60.43,1014.99,46.91,466.74,0.62
780.73,29.23,70.73,1002.71,65.24,438.05,0.1
407.54,12.6,52.61,1011.89,80.88,475.42,0.5
389.46,7.91,66.02,1016.48,68.94,485.95,0.69
460.66,23.45,67.31,1012.84,73.42,454.92,0.45
706.80,32.1,95.05,1013.31,55.84,431.09,0.34
412.99,16.25,71.95,1011.09,62.7,464.33,0.28
689.63,23.27,89.21,1005.01,74.83,444.86,0.32
514.09,17.01,81.37,1013.23,82.03,460.14,0.36
422.38,8.76,72.7,1033.29,76.5,480.08,0.32
613.58,27.35,90.73,1008.98,67.56,435.14,0.76
378.75,10.51,92.14,1010.7,96.29,474.24,0.56
671.55,23.56,97.74,1012.21,53.86,441.92,0.5
608.32,29.24,84.2,1009.62,59.71,438.24,0.26
700.33,29.86,99.99,1007.76,54.12,433.57,0.08
769.62,29.1,63.33,1006.28,60.22,435.97,0.41
532.78,11.38,86.58,1026.19,72.71,469.9,0.7
650.84,29.53,97.48,1013.22,59.75,440.1,0.29
365.42,8.48,85.43,1013.31,75.15,480.63,0.02
705.89,24.91,55.07,1015.25,82.39,438.29,0.53
620.24,26.46,54.15,1012.41,56.58,448.83,0.58
261.39,16.61,92.1,1009.34,65.47,460.97,0.51
413.29,11.77,66.93,1021.85,81.55,467.31,0.07
570.95,19.1,72.3,1020.18,76.38,455.52,0.7
410.26,9.19,60.7,1017.78,68.91,475.42,0.23
424.50,13.53,93.99,1017.52,84.02,466.71,0.47
431.98,14.94,60.64,1018.9,73.95,462.67,0.75
710.23,29.05,64.18,1011.33,72.5,437.16,0.24
391.17,15.27,57.32,1002.83,77.77,465.99,0.18
615.60,25.96,74.66,1014.52,50.03,444.19,0.1
403.90,15.75,59.3,1007.02,77.44,464.95,0.65
783.15,23.69,51.13,1009.32,89.7,440.21,0.09
409.56,11.92,89.53,1016.91,100.07,472.45,0.34
737.20,28.54,97.92,1007.42,67.87,432,0.06
454.60,13.72,55.6,1014.07,77,464.59,0.78
404.71,6.1,80.17,1020.21,67.24,494.43,0.58
416.73,12.64,55.02,1020.79,83.66,465.78,0.05
587.42,17.14,91.85,1018.59,77.22,458.61,0.46
698.21,25.43,79.28,1002.2,86.44,431.53,0.47
414.50,12.78,55.07,1025.16,85.14,461.61,0.59
528.23,21.17,84.04,1009.67,88.88,444.5,0.12
716.49,31.19,91.9,1007.29,51.91,436.6,0.12
442.38,12.42,57.88,1023.13,79.8,466.59,0.79
707.20,29.62,53.79,1010.09,43.1,439.35,0.1
513.89,16.29,95.78,1013.79,99.15,456.28,0.55
396.73,12.33,83.79,1011.84,80.01,476.49,0.64
733.06,26.8,67.8,1009.22,89.03,431.18,0.18
436.52,13.63,53.75,1012.71,72.85,464.62,0.13
714.27,27.47,96.75,1009.97,74.62,443.25,0.23
584.29,24.47,53.15,1013.05,66.34,445.37,0.45
402.49,13.46,55.27,1012.76,72.94,472.5,0.55
403.60,11.78,77.34,1011.37,82.95,472.79,0.08
397.44,10.42,85.95,1015.21,89.75,478.52,0.28
406.73,4.49,55.04,1012.01,76.5,494.24,0.03
643.98,25.45,84.01,1009.96,67.78,439.56,0.5
479.25,21.29,80.26,1008.85,71.6,447.78,0.79
693.57,22.65,97.05,1006.67,77.42,447.01,0.52
419.15,11.06,84.56,1013.09,89.8,476.24,0.03
763.56,25.56,60.38,1017.37,69.31,442.2,0.49
524.70,24.51,86.05,1005.57,63.53,449.73,0.58
717.71,25.76,82.59,1007.93,90.4,433.75,0.19
486.21,17.85,69.13,1017.16,86.68,451.9,0.13
400.36,13.83,64.21,1012.52,69.97,472.95,0.16
730.13,31.38,69.18,1008.73,73.27,430.58,0.48
389.05,18.39,51.92,1019.66,66.93,453.89,0.51
454.60,17.79,59.08,1015.71,67.13,454.4,0.31
645.49,23.57,63.34,1011.65,80.74,441.93,0.49
411.58,12.03,86.74,1015.93,85.07,474.97,0.25
697.41,26.82,98.73,1004.62,40,437.42,0.76
608.73,21.76,81.48,1018.96,85.06,446.86,0.53
693.57,31.23,77.67,1005.82,52.1,436.58,0.5
414.20,9.98,88.63,1017.83,98.07,466.05,0.78
410.06,12.86,86.23,1013.6,84.85,472.04,0.73
742.35,31.49,96.72,1010.71,40.16,432.13,0.46
365.42,9.08,60.94,1020.24,68.37,477.26,0.37
783.15,24.72,71.52,1008.39,81.03,438.52,0.72
710.23,21.49,93.93,1009.07,92.25,443.04,0.73
643.98,25.2,94.79,1009.78,64.96,438.15,0.44
526.01,18.39,80.23,1006.53,100.09,449.96,0.28
658.32,30.58,91.01,1011.61,37.43,437.17,0.76
574.69,30.2,54.3,1006.89,42.69,436.17,0.22
479.04,23.59,52.21,1006.64,48.92,447.36,0.04
533.68,28.61,80.38,1006,45.73,437.39,0.42
431.67,14.82,95.61,1028.04,69.81,466.34,0.54
768.51,31.7,98.8,1007.06,72.39,441.36,0.49
366.02,7.69,70.91,1013.08,88.37,482.46,0.32
615.39,21.79,51.46,1006.44,87.68,443.01,0.57
420.36,10.11,99.29,1017.17,97.82,463.57,0.09
452.99,12.25,67.42,1014.13,85.25,470.92,0.05
661.15,21.04,73.25,1017.22,63.02,452.12,0.61
496.42,17.01,80.25,1021.83,84.02,458.78,0.33
594.49,18.03,83.99,1015.99,89.03,450.33,0.2
780.73,30.4,59.86,1002.44,59.42,438.43,0.54
574.69,28.28,79.47,1006.38,64.99,445.61,0.6
719.32,28.6,84.03,1003.15,58.33,443.01,0.48
385.42,11.08,71.82,1014.45,74.99,473.32,0.45
409.56,11.68,75.3,1017.31,99.82,473.51,0.62
659.23,23.54,52.03,1013.78,64.28,445.19,0.46
450.46,14.32,92.4,1013.85,68.13,466.36,0.56
601.35,27.31,91.02,1006.24,71.99,440.13,0.06
698.31,30.06,69.29,1007.5,72.48,436.89,0.39
447.83,18.74,80.32,1019.4,55.16,468.84,0.18
672.26,25.93,79.79,1004.97,76.35,433.25,0.14
547.42,27.71,72.19,1012.72,47.25,440.74,0.58
662.46,20.15,88.32,1014.62,79.39,449.84,0.13
598.02,26.69,58.16,1012.55,57.59,436.33,0.14
389.66,16.26,78.39,1016.04,76.7,462.54,0.52
763.56,29.05,51.84,1017.63,51.16,439.14,0.42
494.09,14.1,98.84,1011.6,84.39,461.34,0.2
549.64,19.7,66.49,1011.83,89.86,450.48,0.61
400.87,8.57,74.41,1000.91,99.9,474.29,0.6
414.20,10.41,54.34,1020.12,94.27,472.82,0.3
431.67,14.55,84.04,1028.41,70.09,465.81,0.69
698.21,31.49,61.59,1009.33,53.9,425.74,0.44
763.56,26.12,94.52,1017.41,72.31,439.68,0.7
402.08,7,68.53,1017.47,87.65,484.51,0.1
416.73,11.15,55.18,1022.67,81.83,473.57,0.78
447.83,14.27,85.01,1018.95,71.44,470.98,0.12
439.35,15.34,89.85,1021.18,79.44,459.77,0.57
608.32,25.16,91.44,1011.21,68.31,444.98,0.54
410.26,11.92,90.55,1015.91,55.4,464.9,0.46
679.23,22.3,95.16,1017.33,75.85,453.27,0.66
720.33,29.42,71.72,1002.26,67.13,437.47,0.58
419.96,12.42,81.66,1019.49,86.31,466.05,0.03
698.21,31.42,60.27,1009.34,57.16,425.98,0.58
637.61,21.9,67.51,1011.54,81.83,447.4,0.17
693.57,29.83,55.41,1005.33,71.15,434.28,0.64
358.25,4.32,71.43,1017.8,88.51,488.03,0.15
574.59,24.22,93.9,1013.81,70.02,440.79,0.74
488.94,27.04,70.39,1008.57,60.73,441.21,0.56
672.05,23.75,52.69,1004.41,85.44,436.57,0.74
432.79,7.67,77.22,1012.02,93.35,478.94,0.08
375.11,9.7,89.55,1012.79,75.2,475.77,0.44
261.39,16.16,76.1,1009.58,72.24,461.86,0.74
388.85,7.48,96.99,1014.01,77.35,488.43,0.35
404.71,5.15,96.51,1012.27,63.31,495.35,0.59
526.01,18.81,75.35,1005.77,98.86,450.72,0.17
759.82,27.88,87.39,1011.33,58.91,439.33,0.27
410.67,13.14,59.58,1016.47,94.76,466.95,0.36
601.66,30.51,63.69,1011.08,61.94,436.92,0.41
423.39,8.73,75.82,1029.41,89.72,480.99,0.03
419.05,13.83,55.94,1020.11,87.29,469.57,0.6
423.49,15.14,87.3,1020.95,61.26,469.68,0.41
720.03,28.69,71.68,1009.22,68.35,433.07,0.42
415.72,12.68,57.26,1020.09,83.32,464.93,0.05
409.66,9.64,69.8,1022.51,78.62,483.39,0.21
739.12,28.69,70.9,1012.23,68.57,431.36,0.78
432.89,12.75,82.47,1014.9,88.44,475.09,0.46
671.04,25.23,64.92,1011.37,51.3,438.28,0.52
405.01,10.17,67.1,1014.05,91.9,479.58,0.1
256.14,10.94,90.91,1009.47,100.1,470.9,0.21
499.95,24.67,64.44,1013.62,59.42,455.31,0.28
525.71,20.77,88.65,1012.22,45.61,455.02,0.43
609.23,23.43,71.87,1015.34,69.34,446.88,0.17
420.36,10.09,56.2,1015.21,96.56,463.86,0.52
644.08,23.69,79.13,1013.39,79.5,444.07,0.57
754.17,26.65,64.66,1015.73,77.32,435.9,0.4
503.28,13.56,83.83,1007.01,89.86,466.33,0.59
438.64,21.22,65.69,1010.96,61.07,448.06,0.25
661.15,19.94,77.5,1017.7,68.94,448.67,0.07
624.89,22.21,76.46,1010.9,54.22,446.62,0.09
511.67,17.53,64.5,1012.74,91.51,457.28,0.06
397.94,7.17,75.5,1011.48,90.38,484.33,0.75
628.83,27.77,87.98,1010.88,66.45,430.19,0.12
739.12,29.29,53.55,1012.4,66.65,430.31,0.11
445.01,14.16,99.85,1018.92,76.34,464.91,0.64
361.28,8.55,62.32,1016.15,73.32,481.44,0.05
397.94,14.12,99.3,1008.02,76.45,468.63,0.22
390.67,5.47,81.39,1017.33,72.71,485.7,0.49
483.08,18.8,60.61,1005.86,76.77,453.9,0.38
597.31,19.69,91.29,1015.99,70.33,448.69,0.55
420.87,21.11,88.9,1012.44,52.86,460.33,0.33
417.23,3.92,68.89,999.22,95.26,487.35,0.39
431.67,11.67,58.07,1025.92,79.57,474.75,0.63
418.04,14.05,93.51,1019.06,68.54,472.19,0.75
409.56,11.28,90.35,1006.23,97.78,475.14,0.69
382.99,11.48,74.43,1008.47,70.55,472.9,0.1
442.08,17.47,88.36,1012.25,76.78,456.41,0.16
714.27,25.64,50.86,1010.16,84,441.68,0.52
657.71,20.6,88.76,1015.53,71.57,452.86,0.25
583.38,21.37,88.04,1018.8,70.12,454.66,0.37
458.34,20.51,94.54,1014.29,69.14,461.87,0.32
519.44,27.28,77.87,1011.46,51.38,450.53,0.23
707.20,29.91,78.22,1010.18,64.1,437.63,0.45
627.21,17.65,74.51,1019.63,84.3,452.2,0.29
720.84,25.77,77.96,1008.88,78.96,433.45,0.43
415.82,9.54,59.19,1019.79,65.61,481.18,0.41
580.75,20.36,83.44,1014.36,82.96,452.28,0.77
574.19,26.89,77.39,1012.27,43.84,436.44,0.54
395.72,13.35,54.01,1023.24,61.98,469.34,0.23
683.67,23.91,81.76,1008.28,66.71,439.84,0.03
624.79,28.29,70.73,1011.87,64.17,438.25,0.29
418.95,14.27,99.89,1014.83,62.7,458.19,0.74
620.24,27.48,56.79,1012.2,45.06,452.24,0.1
742.96,34.03,56.53,1006.49,51.07,440.29,0.39
411.88,10.01,79.35,1023.71,88.11,470.82,0.56
420.77,14.09,57.84,1009.25,71.4,469.93,0.53
580.75,25.18,67.36,1015.07,60.76,449.01,0.58
403.60,8.63,92.56,1024.39,99.47,475.79,0.2
598.02,22.2,70.15,1017.87,73.34,445.29,0.51
399.25,20.58,88.73,1005.68,62.09,460.1,0.03
409.56,17.37,71.65,1001.19,71.42,460.97,0.48
737.91,29.97,97.96,1009.41,78.26,430.37,0.07
497.93,28.53,82.65,1003.83,59.69,438.17,0.44
393.90,14.5,91.3,1017.04,75.75,465.32,0.26
358.25,3.91,53.71,1016.92,86.03,488.67,0.02
399.35,17.51,94.41,1010.22,71.53,462.12,0.11
434.20,13.57,64.08,1007.51,88.95,472.04,0.7
384.61,7.55,71.18,1019.37,76.32,485.49,0.02
455.31,14.22,97.37,1023.26,84.41,466.47,0.1
370.77,15.51,84.54,1014.05,72.92,465.85,0.24
400.36,13.36,52.65,1010.3,93.26,471.89,0.25
381.78,7.73,93.27,1020.71,63.93,483.94,0.4
397.23,4.77,91.29,1011.32,68.98,494.91,0.7
768.51,27.37,63.5,1007.52,89.12,433.34,0.3
704.48,25.02,74.04,1010.04,91.86,437.87,0.13
410.26,6.14,51.18,1015.71,86.51,481.66,0.41
438.44,14.08,53.93,1015.59,54.15,466.99,0.05
590.75,17.37,82.49,1012.2,91.14,456.29,0.19
698.31,26.18,73.03,1006.54,85.95,436,0.3
587.42,21.35,67.03,1017.21,67.66,452.83,0.04
492.68,24.17,89.56,1018.08,75.14,440.96,0.37
514.09,16.61,88.58,1013.18,85.26,460.35,0.67
417.64,15.29,52.67,1006.32,82.56,466.27,0.28
637.21,20.27,51.25,1016.6,90.7,446.75,0.44
415.72,11.33,68.82,1019.05,87.13,468.87,0.02
698.21,27.24,61.03,1009.28,70.85,432.36,0.42
424.60,20.11,84.76,1010.79,60.31,464.13,0.65
601.35,22.5,51.85,1007.99,93.63,445.22,0.19
650.95,22.02,81.76,1012.57,47.87,454.9,0.22
706.39,21.14,96.94,1008.87,79.74,440.69,0.16
423.49,10.9,66.54,1014.96,96.24,477.93,0.77
501.87,20.08,88.74,1008.34,69.88,453.54,0.74
739.12,29.71,81.89,1012.35,63.06,427.04,0.51
412.18,10.94,97.56,1026.03,80.79,476.32,0.61
689.63,23.93,70.62,1005.16,69.91,444.95,0.79
382.49,15.69,52.67,1021.18,84.38,465.41,0.18
404.00,10.48,94.12,1021.35,88.52,478.86,0.58
731.54,27.78,65.93,1006.72,74.53,429.62,0.08
422.08,16.17,66.86,1005.78,78.8,454.72,0.36
805.37,32.39,95.12,1006.92,58.58,430.12,0.48
699.22,24.3,73.75,1013.17,59.91,440.56,0.16
749.62,29.56,50.16,1007.45,57.46,432.84,0.04
739.12,30.01,52.87,1012.23,60.9,429.84,0.34
444.40,16.44,99.58,1024.48,76.51,460.33,0.02
378.75,10.86,57.34,1013.36,75.56,473.75,0.16
746.19,28.18,72.73,1005.89,75.41,434.48,0.09
650.95,18.58,61.46,1009.68,67.57,444.28,0.8
684.68,28.69,86.38,1011.01,66.4,439.87,0.39
417.94,12.35,96.49,1021.99,55.38,474.94,0.66
720.03,32.26,74.81,1008.41,48.58,431.96,0.52
524.70,25.13,84.27,1005.42,62.05,447.7,0.79
627.21,19.22,88.53,1019.43,79.19,451.8,0.11
754.17,32.84,87.16,1015.89,31.81,430.88,0.22
580.04,24.66,66.14,1013.17,71.82,445.41,0.26
677.41,29.08,95.77,1005.73,57.18,435.57,0.47
615.60,24.92,97.39,1014.88,60.58,445.44,0.4
674.18,22.73,67.41,1018.13,84.06,437.93,0.61
688.21,32.16,57.11,1004.86,37.77,429.64,0.29
496.52,24.33,64.6,1003.46,61.04,441.2,0.03
406.22,10.95,54.8,1010.04,78.96,477.23,0.28
627.21,19.93,57.87,1019.94,76.41,450.57,0.32
724.47,26.62,55.76,1009.32,80.1,431.93,0.35
440.87,6.69,71.71,1020.14,69.55,482.57,0.12
721.44,29.18,88.7,1011.65,59.49,443.75,0.53
598.63,25.95,74.94,1010.9,70.42,444.19,0.43
397.64,6.91,78.69,1019.58,71.02,488.2,0.47
597.31,19.97,76.18,1016.05,70.58,450.06,0.03
399.76,14.81,76.41,1011.62,73.64,467.32,0.46
660.34,24.63,90.57,1010.43,40.68,446.23,0.23
635.90,19.68,69.77,1020.41,82.26,453.58,0.01
739.42,27.89,60.66,1001.32,85.88,431.59,0.53
439.35,12.82,92.64,1022.38,84.32,471.41,0.47
787.30,27.2,81.43,1009.48,78.53,433.39,0.79
657.71,23.55,82.51,1016.23,66.65,446.44,0.33
359.26,6.52,66.95,1025.37,78.32,486.06,0.62
641.96,24.01,60.27,1014.19,64.31,444.1,0.63
606.81,22.07,94.55,1017.68,71.23,452.56,0.21
434.20,14.01,62.96,1007.12,69.69,469.23,0.58
421.78,14.5,80.5,1023.94,84.42,464.23,0.26
375.11,10.09,78.85,1012.99,72.59,473.66,0.19
662.66,26.72,55.92,1014.41,52.01,442.48,0.18
649.73,29.44,96.31,1011.4,61.78,442.32,0.24
507.32,24.8,93.23,1016.62,63.13,453.56,0.25
689.53,29.45,50.88,1007.96,61.63,432.96,0.5
688.21,24.37,89.3,1005.22,59.27,440.22,0.49
431.98,14.87,53.5,1017.94,75.06,462.03,0.75
716.49,26.98,96.27,1007.99,68.16,434.73,0.15
601.66,26.02,72.48,1011.16,76.93,446.5,0.71
450.16,21.4,83.83,1005.7,73.09,445.09,0.47
421.98,14.02,76.71,1011.26,48.62,465.87,0.78
607.01,18.28,68.91,1009.72,85.79,452.93,0.57
450.46,19.64,67.23,1015.88,47.56,467.53,0.3
399.35,18.77,97.1,1009.39,63.35,458.58,0.08
589.13,19.24,79,1013.65,85.47,449.26,0.57
614.48,25.03,67.32,1017.69,59.23,441.58,0.17
473.99,18.92,66.82,1009.89,77.98,453.66,0.71
448.95,9.81,69.06,1021.19,90.55,471.32,0.8
432.79,4.97,52.35,1014.02,88.78,482.98,0.26
671.55,22.51,78.5,1014.59,63.03,453.08,0.35
503.18,21.75,59.11,1015.01,78.33,455.28,0.47
731.54,26.61,92.13,1007.71,75.82,427.61,0.52
404.00,12.12,60.7,1018.72,84.42,462.1,0.19
402.49,12.48,60.76,1012.93,60.23,477.17,0.16
572.17,20.01,80.25,1020.77,74.46,457.01,0.15
454.60,21.18,66.38,1012.57,48.05,451.62,0.65
385.42,9.68,89.73,1015.54,79.67,475.51,0.61
496.52,22.8,78.35,1006.4,77.05,439.65,0.71
419.55,11.62,67.18,1019.94,66.43,477.75,0.45
661.15,21.81,71.4,1013.97,52.16,444.66,0.32
396.93,8.16,58.94,1019.39,85.38,483.17,0.69
671.55,24.78,99.52,1010.55,68.12,436.62,0.4
404.20,6.25,96.11,1032.14,80.22,481.38,0.77
653.37,22.03,70,1007.21,75.75,440.92,0.36
453.49,13.08,54.43,1020.47,86.46,472.01,0.55
414.20,7.79,56.26,1024,97.2,477,0.06
395.52,14.77,67.71,1016.12,81.88,470.39,0.52
729.62,23.28,98.63,1011.3,90.5,434.21,0.14
450.76,18.59,57.34,1003.99,86.22,459.65,0.71
519.44,20.46,73.55,1007.31,93.25,444.88,0.6
600.24,24.2,71.37,1009.69,62.3,440.66,0.11
453.49,18.41,62.1,1008.97,73.81,453.12,0.59
592.47,18.77,67.75,1010.34,87.25,454.54,0.28
497.02,16.89,60.83,1015.19,70.39,458.25,0.63
397.03,14.95,82.34,1009.15,75.3,462.72,0.7
697.30,31.97,76.34,1008.5,47.69,441.18,0.02
411.78,5.85,50.72,1022.44,84.77,480.59,0.24
701.75,20.37,93.04,1011.04,84.31,445.81,0.6
397.23,5.52,86.3,1009.74,95.25,492.39,0.34
603.98,22.32,62.29,1016.82,64.18,451.21,0.13
720.03,22.87,82.78,1008.1,73.1,442.27,0.22
663.67,29.19,79.73,1013.85,50.5,444.49,0.6
378.65,6.91,97.11,1011.05,82.07,481.88,0.79
665.99,24.42,78.82,1011.25,65.04,439.63,0.74
590.75,24.35,81.08,1011.03,70.64,445.6,0.36
397.84,19.83,94.97,1013.73,59.16,463.72,0.17
614.48,22.25,74.37,1018.07,73.67,443.99,0.45
432.89,13.93,82.37,1032.37,71.11,468.88,0.2
410.46,9.11,87.23,1020.68,86.91,476.62,0.54
787.30,31.18,83.91,1014.89,65.62,431.58,0.38
387.64,9.53,77.56,1020.49,80.08,478.03,0.23
361.28,7.94,71.39,1017.04,63.22,480.38,0.51
463.29,5.41,66.58,1008.47,97.51,479.48,0.16
448.95,13.83,58.72,1021.5,68.75,462.6,0.66
406.02,13.9,98.3,1013.13,89.91,464.17,0.44
598.63,22.64,71.71,1012.58,83.55,446.2,0.13
606.71,18.72,67.56,1015.81,70.55,454.35,0.24
744.17,28.88,76.91,1015.25,47.73,432.93,0.1
408.34,11.42,59.17,1025.5,75.85,490.02,0.14
417.94,6.02,55.96,1021.2,88.71,490.57,0.19
452.99,10.86,87.79,1014.15,88.36,476.87,0.54
441.37,13.89,63.13,1015.12,64.99,470.88,0.74
554.49,19.38,56.57,1017.08,70.46,454.1,0.31
366.63,8.74,61.15,1015.18,61.97,438.63,0.24
501.36,16.01,82.47,1026.35,77.75,457.8,0.57
692.96,20.68,51.28,1011.2,84.81,446.33,0.73
421.78,15.3,93.98,1022.57,71.56,466.59,0.52
453.49,13.93,76.64,1022.15,85.93,470.59,0.37
473.69,14.91,63.41,1019.59,98.1,461.73,0.03
415.82,7.24,52.53,1020.35,80.56,486.76,0.78
373.60,15.75,80.22,1007.67,93.8,464.38,0.5
441.57,10.12,67,1011.33,97.62,473.05,0.13
598.02,20.85,57.42,1012.9,75.97,444.44,0.46
635.39,23.29,55.88,1013.35,68.25,444.61,0.27
360.67,14.59,99.07,1015.19,54.13,469.32,0.78
685.08,29.96,90.14,1008,44.05,433.13,0.49
594.08,25.62,51.96,1010.02,70.31,444.14,0.73
805.37,28.62,75.69,1008.12,65.39,436.12,0.35
671.45,23.72,58.3,1003.61,73.75,436.62,0.59
710.23,20.89,53.14,1011.22,89.68,442.5,0.61
415.82,11.82,66.61,1019.5,55.74,475.61,0.46
400.36,3,77.99,1011,80.14,485.2,0.48
678.42,29.7,57.52,1007.31,66.56,438.04,0.15
583.38,21.35,97.86,1017.36,73.1,452.57,0.26
788.31,27.2,77.1,1010.15,90.2,430.55,0.25
716.49,22.75,68.69,1008.03,81.95,439.91,0.68
419.55,10.56,77.01,1019.92,78.95,479.33,0.54
645.79,22.43,61.34,1012.76,93.24,444.53,0.39
418.14,10.1,54.83,1024.29,85.94,474.28,0.15
675.29,26.85,54.29,1006.78,69.4,438.26,0.32
405.01,14.02,67.6,1015.56,82.44,467.32,0.28
479.25,21.69,92.46,1007.56,77.2,447.06,0.32
406.32,8.86,67.58,1017.57,90.47,478.05,0.34
689.93,33.12,60.83,1010.3,42.29,441.13,0.07
452.18,12.1,63.84,1019.1,75.85,463.11,0.29
463.29,5.74,79.38,1011.44,95.94,482,0.4
418.54,9.55,93.58,1015.07,85.94,481.75,0.63
398.75,5.89,66.34,1005.11,59.83,484.91,0.61
683.87,17.9,99.08,1004.3,89.59,449.73,0.3
496.42,20.58,54.8,1021.42,56.15,453.87,0.65
705.79,26.38,97.99,1008.42,86.25,432.25,0.79
718.51,27.62,69.62,1011.6,52.8,434.72,0.2
547.42,28.99,87.92,1012.79,41.9,442.6,0.75
514.09,17.72,78.41,1012.02,85.55,456.4,0.74
608.32,28.36,63.14,1010.05,53.03,441.08,0.2
705.38,22.98,71.39,1005.55,84.1,437.49,0.14
720.03,23.25,82.8,1008.05,71.36,442.21,0.24
719.63,28.15,67.32,1000.51,81.04,431.28,0.34
450.76,10.81,80.18,1020.61,88.29,473.86,0.27
512.88,22.68,61.26,1008.83,70.3,447.69,0.01
404.30,9.2,56.18,1017.05,92.46,480.38,0.26
583.38,20.52,98.12,1017.03,81.19,453.64,0.68
689.83,27.92,59.47,1015.02,51.04,437.28,0.69
474.80,25.16,51.78,1014.99,64,452.64,0.09
678.42,25.52,60.07,1007.33,85.12,440.02,0.1
386.33,12.09,52.2,1013.61,81.28,469.29,0.06
727.00,30.56,87.02,1004.74,58.77,429.2,0.78
621.15,23.76,99.2,1009.15,68.52,441.16,0.2
453.49,18.75,52.04,1007.99,75.76,452.77,0.2
412.08,12.84,60.71,1026.95,69.86,475.59,0.11
693.16,20.01,86.17,1012.34,69.49,454.5,0.4
422.38,9.66,68.91,1033.19,73.19,477.67,0.14
759.82,26.93,72.52,1010.19,62.12,434.1,0.37
455.31,13.79,54.96,1025.02,84.36,469.55,0.05
706.39,22.82,82,1004.65,73.47,437.32,0.48
512.88,20.69,79.02,1008.71,91.95,447.58,0.16
755.28,21.89,88.78,1010.35,80.39,444.6,0.45
698.21,26.45,73.39,1001.53,89.64,427.5,0.4
783.15,28.18,69.67,1011.99,74.72,430.55,0.51
410.77,9.07,87.68,1014.41,70.39,484.5,0.14
716.49,25.38,98.53,1007.87,73.59,446.31,0.38
417.94,11.2,89.58,1021.65,61.89,476.87,0.04
532.78,14.45,70.19,1023.97,63.59,459.85,0.33
608.32,28.84,96.92,1009.7,59,437.82,0.52
498.84,18.13,93.61,1021.29,82.52,458.53,0.13
577.62,20.87,91.36,1006.5,77,445.95,0.78
435.71,16.32,71.42,1014.72,70.43,465.38,0.07
737.20,25.35,90.16,1007.65,84.09,436.29,0.42
695.28,30.61,60.08,1011.18,52.5,439.9,0.19
742.96,29.76,96.6,1008.07,84.85,432.51,0.37
435.71,16.64,92.92,1019.03,82.88,459,0.52
